G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.1269913	0.2299517	0.4875827	0.3643396	0.7562415	0.0559334	0.5802378	0.4798480	0.0265412	0.4200399	0.0191132	0.3941115	0.0194570	0.0179460	0.0059622	0.1226988	0.3541318	0.6108560	0.0705648	0.0018712	0.0531377	0.1784269	0.1121401	0.1711897	0.1650888	0.6011669	0.5251127	0.3533438	0.2417010	0.5251695	0.2487653	0.0508364	0.2000588	0.0853065	0.7575157	0.7009099	0.6694060	0.1363903	0.0748535	0.5026319	0.0343206	0.7560740	0.7194455	0.5085613	0.7043987	0.7158688	0.6900717	0.7169806	0.4452684	0.1858294	0.5890735	0.5559383	0.4587290	0.2536095	0.5439185	0.3356040	0.2153206	0.2178915	0.0638847	0.3032615	0.0261840	0.3472876	0.6867587	0.4935101	0.5481744	0.4636391	0.3357999	0.4261509	0.5985081	0.0468130	0.1970049	0.0220416	0.0389437	0.0606341	0.4829850	0.7049812	0.0067668	0.1140253	0.2182253	0.0342730	0.4056573	0.1006496	0.6760959	0.2144527	0.4803085	0.2269725	0.1848668	0.0968880	0.0000000	0.7389372	0.6686701	0.4768279	0.6757885	0.4996575	0.5875015	0.6210726	0.2791768	0.6234534	0.6173832	0.7307595
0.1052963	0.2670856	0.6009427	0.4457832	0.7349835	0.0276737	0.6461079	0.4671074	0.0174285	0.5453832	0.0083007	0.3185956	0.0223143	0.0297190	0.0086206	0.1675711	0.3538471	0.4781535	0.0464762	0.0016489	0.0336159	0.2494553	0.1656699	0.1511288	0.1038972	0.6418094	0.5241166	0.1643526	0.1737297	0.6489828	0.2748631	0.0101871	0.1879731	0.1113464	0.7331959	0.6245355	0.7497812	0.1529502	0.0694423	0.6022510	0.0280610	0.8297503	0.6080484	0.5510163	0.6675649	0.7450001	0.5945360	0.6100987	0.3949687	0.1911938	0.5796429	0.7786132	0.5761951	0.2009511	0.6230174	0.6037965	0.2616130	0.2779826	0.0844998	0.2424753	0.0061259	0.2290724	0.7690595	0.4466059	0.5579136	0.3530248	0.3547966	0.4187805	0.5066988	0.5340439	0.2179694	0.0197120	0.0428651	0.0653947	0.3784480	0.6376253	0.0258340	0.0852067	0.1691314	0.0185291	0.4765537	0.0862378	0.7173233	0.1518443	0.6389385	0.2266426	0.2019209	0.0558711	0.0358036	0.0000000	0.6901108	0.4245549	0.8062907	0.4363341	0.4992261	0.7981943	0.2968268	0.6591650	0.6699109	0.7850948
0.1888949	0.3240512	0.4676540	0.3708696	0.7304718	0.0288512	0.7451391	0.4726792	0.0336851	0.5329187	0.0409311	0.3343665	0.0154461	0.0321387	0.0042531	0.1032619	0.3631201	0.6377412	0.0389349	0.0025248	0.0245347	0.2133400	0.0868381	0.1432814	0.1667113	0.7871748	0.6222754	0.5259763	0.2717501	0.6235615	0.2445646	0.0303991	0.2670384	0.1171382	0.6667531	0.6773146	0.6945762	0.1066228	0.0913870	0.6818303	0.0550978	0.7391632	0.5746074	0.6299747	0.7297058	0.6947795	0.6679199	0.6053923	0.4567358	0.1425236	0.7386119	0.6504844	0.4851935	0.2791616	0.4282232	0.4150975	0.1918143	0.2692641	0.0781320	0.3003445	0.0218169	0.3322373	0.6821836	0.4951689	0.3798018	0.4399479	0.3626061	0.5013701	0.5173088	0.0099749	0.1539559	0.0464400	0.0485747	0.0799033	0.5105669	0.7072487	0.0200190	0.1122222	0.1322446	0.0359478	0.4199384	0.0760382	0.8185126	0.1720461	0.5357395	0.2799869	0.1757994	0.0767726	0.0542640	0.7165019	0.0000000	0.0258448	0.7383256	0.4389480	0.5557952	0.7139771	0.3692169	0.7647869	0.5590939	0.7290413
0.0814181	0.2338731	0.5276911	0.3950139	0.8362857	0.0317040	0.7108262	0.4352765	0.0279331	0.4998397	0.0178817	0.3563441	0.0584570	0.0492081	0.0122786	0.1027990	0.3804546	0.5947955	0.0559867	0.0050241	0.0288432	0.1524945	0.1205270	0.1494847	0.1941764	0.6764088	0.4380870	0.5294629	0.1693555	0.5096804	0.2020467	0.0191585	0.2296544	0.1493351	0.7519019	0.6691103	0.7592719	0.1371659	0.0807880	0.7383251	0.0351593	0.6251233	0.6457417	0.5358066	0.7294994	0.7376580	0.8414505	0.5938856	0.3577689	0.1768646	0.7349170	0.5840822	0.4492697	0.3007235	0.6236570	0.4193344	0.3041004	0.3192611	0.0835538	0.2762778	0.0095453	0.2849640	0.5817709	0.5025216	0.4454893	0.3815201	0.4560103	0.4192945	0.4909364	0.0208529	0.1904776	0.0266468	0.0314399	0.0602735	0.3649355	0.7746559	0.0316111	0.1136668	0.2764154	0.0495145	0.3919251	0.1287299	0.6507131	0.1303223	0.5142597	0.2417534	0.1891541	0.0790642	0.0268890	0.6203608	0.5877807	0.0000000	0.6903983	0.4420913	0.5186202	0.7374243	0.2421689	0.7072877	0.5630525	0.6609622
0.1680958	0.2947061	0.5635598	0.3778431	0.6188783	0.0532233	0.6614975	0.3615980	0.0409463	0.5919869	0.0248627	0.3835992	0.0204793	0.0235060	0.0041143	0.1239313	0.3060202	0.4652740	0.0493271	0.0031121	0.0330903	0.1406226	0.0755163	0.0985820	0.1198344	0.7996228	0.4746346	0.7390119	0.2242881	0.6069697	0.2685492	0.0070625	0.1795899	0.1191284	0.7008240	0.6197318	0.6926478	0.0756895	0.0669417	0.6497318	0.0536347	0.6782975	0.6706952	0.5283847	0.7783634	0.6808689	0.7062554	0.6616722	0.4219976	0.1786612	0.6868546	0.6651749	0.5069021	0.2027229	0.6731613	0.4987893	0.2551365	0.2787031	0.0942019	0.2753961	0.0351668	0.2997164	0.8545782	0.3568563	0.4764761	0.4332166	0.4030118	0.4951440	0.5723438	0.0170952	0.1881509	0.0063745	0.0359281	0.1608730	0.3730116	0.8692284	0.0285980	0.1314066	0.2416478	0.0315150	0.3934216	0.1374263	0.8499366	0.2167355	0.7638601	0.1705887	0.1594425	0.0512291	0.0633296	0.6160159	0.7294091	0.5573572	0.0000000	0.0388863	0.1610162	0.6614618	0.2901350	0.6453172	0.6000615	0.6799861
0.2529546	0.2921657	0.5620317	0.4460722	0.7964734	0.0381251	0.6135066	0.4742417	0.0270477	0.5623394	0.0167083	0.4172575	0.0235256	0.0252146	0.0070308	0.1051663	0.3512433	0.5419794	0.0687275	0.0052053	0.0316836	0.1370843	0.1042539	0.1354756	0.1662955	0.7169620	0.4691144	0.3330500	0.1715751	0.4966297	0.2604399	0.0380374	0.1970224	0.1084276	0.6373776	0.8579744	0.5816741	0.1298445	0.0563086	0.6275554	0.0293725	0.7167800	0.6940442	0.6217414	0.7755078	0.5756575	0.6289247	0.6084129	0.4516709	0.1613832	0.7893979	0.6269333	0.3934247	0.2815230	0.4477668	0.3131509	0.1899838	0.3140936	0.0880742	0.2623756	0.0166394	0.3752517	0.6977378	0.4344344	0.4939542	0.3886103	0.3665495	0.4059548	0.5252516	0.0136413	0.1973154	0.0602911	0.0429542	0.0952434	0.4365429	0.6335507	0.0027661	0.1503694	0.1593505	0.0459449	0.4568353	0.1080735	0.8031732	0.1630556	0.6297944	0.2205722	0.1297708	0.0837686	0.0092655	0.5993362	0.6197922	0.5485947	0.8418147	0.0000000	0.5376340	0.7089322	0.2121877	0.8157673	0.5448541	0.5535906
0.2492644	0.3450479	0.4893102	0.3863811	0.7411257	0.0699636	0.7956524	0.4831070	0.0236047	0.6092571	0.0118602	0.3980317	0.0477128	0.0139354	0.0206678	0.1741996	0.4589373	0.4595707	0.0764598	0.0014505	0.0607749	0.1863107	0.1315026	0.0767917	0.1030358	0.6869980	0.5856287	0.4174201	0.1897782	0.4132053	0.2679676	0.0235496	0.1807652	0.1441704	0.6699216	0.6910257	0.7716488	0.1141930	0.0553769	0.7022465	0.0856758	0.6677399	0.6405500	0.5580040	0.5868837	0.7742390	0.7306640	0.6159732	0.4380592	0.1338520	0.6538676	0.7271230	0.4792939	0.3506847	0.6382163	0.4114212	0.1852452	0.2249229	0.1223038	0.2036887	0.0210252	0.2802768	0.8380203	0.4808616	0.5453132	0.2863176	0.3506307	0.4568361	0.4995707	0.0424361	0.2280165	0.0215747	0.0709258	0.1204985	0.3851215	0.5710732	0.0242082	0.1092508	0.1652143	0.0307446	0.4691441	0.0821535	0.6210264	0.2423768	0.5718327	0.2272394	0.0798938	0.1171327	0.0622517	0.6492456	0.6273526	0.4275251	0.6716543	0.5124330	0.0000000	0.7534577	0.2772611	0.7389049	0.5891152	0.6246339
0.1413293	0.2557042	0.5705865	0.3915375	0.5919062	0.0415378	0.6428518	0.4048663	0.0079520	0.5420895	0.0152319	0.5425578	0.0241445	0.0204070	0.0054944	0.1306266	0.4665543	0.7142261	0.0476796	0.0047006	0.6459586	0.1580610	0.1391074	0.1115715	0.1344600	0.7389367	0.3771366	0.3639591	0.2521269	0.5785397	0.2115326	0.0363685	0.2154695	0.1047930	0.7064303	0.7232365	0.8149990	0.1062137	0.0615873	0.7607997	0.0439237	0.6528796	0.6573610	0.5356568	0.7181319	0.7971140	0.6038301	0.6130938	0.4933178	0.1673139	0.5801085	0.5912875	0.5089993	0.2694018	0.6124992	0.3087546	0.3149147	0.2279589	0.0662684	0.2364769	0.0259931	0.4629153	0.6308420	0.5811695	0.5912178	0.3005674	0.3982286	0.4415902	0.4744921	0.0145897	0.2103988	0.0180539	0.0573551	0.0726427	0.4831651	0.6870161	0.0141514	0.1146445	0.1325082	0.0278311	0.3373945	0.1037842	0.8657745	0.2394076	0.5747497	0.1924775	0.1252754	0.0738756	0.0881483	0.6798033	0.8566723	0.4392656	0.6432515	0.4457047	0.5358125	0.0000000	0.6687860	0.8250510	0.5241775	0.7217095
0.1500800	0.2263273	0.6295106	0.3200557	0.7408808	0.0583023	0.6920291	0.4704084	0.0119504	0.5097607	0.0112122	0.3891802	0.0354438	0.0123923	0.0046175	0.1438350	0.3714634	0.5327888	0.1043421	0.0118529	0.0352197	0.2273766	0.1630777	0.1147541	0.1462446	0.7469673	0.5034027	0.4122281	0.1851468	0.4874991	0.3042215	0.0422179	0.2349940	0.1066782	0.8828842	0.7057691	0.7913833	0.0852098	0.0275293	0.7021909	0.0509466	0.5107915	0.6550290	0.5164078	0.7101696	0.7419456	0.5997698	0.6375296	0.4938623	0.2110389	0.6439001	0.6051281	0.4517673	0.2667107	0.6137531	0.3018138	0.2973833	0.3271743	0.1211460	0.2800016	0.0349358	0.2738081	0.7420345	0.5202211	0.5549887	0.3195609	0.3832450	0.4409849	0.4745112	0.0098748	0.1453891	0.0315646	0.0243578	0.0633546	0.4678050	0.6770785	0.0265195	0.1072447	0.2228021	0.0195283	0.3937042	0.1048763	0.7389094	0.1774856	0.5836157	0.2938361	0.1366410	0.0472585	0.0416299	0.6133048	0.8286542	0.4906948	0.7054823	0.3428105	0.5778098	0.6541115	0.0000000	0.5117657	0.6566381	0.7301491
0.1143681	0.2658779	0.4917900	0.3512954	0.6858491	0.0372323	0.6894943	0.4330466	0.0121303	0.4965435	0.0031571	0.3504094	0.0685366	0.0340423	0.0101834	0.1276956	0.4813558	0.4997090	0.1023882	0.0022958	0.0546581	0.1788487	0.1014347	0.0757278	0.0939251	0.8394805	0.5384204	0.3717912	0.1503354	0.5102915	0.1843504	0.0178000	0.2374401	0.1435208	0.7763585	0.7980180	0.7653203	0.1037777	0.0559526	0.7693729	0.0821836	0.8011130	0.6929388	0.5498898	0.5712075	0.7866954	0.6693027	0.7337765	0.5049415	0.1866696	0.6290933	0.7037208	0.5316637	0.1809163	0.4180958	0.2977792	0.2195734	0.2802046	0.0778583	0.2114289	0.0087120	0.2350069	0.8070742	0.5126060	0.4719549	0.3890205	0.4154422	0.4507644	0.4746818	0.0228836	0.1903738	0.0142018	0.0251330	0.0700120	0.3023472	0.7481735	0.0192991	0.0945244	0.1674917	0.0373277	0.3137186	0.1679683	0.6805065	0.1735337	0.6338844	0.1795125	0.1118163	0.1220485	0.0244117	0.8123102	0.7360795	0.4793395	0.6779608	0.4792485	0.4528611	0.5180474	0.3278105	0.0000000	0.0652854	0.7879852
0.1507104	0.1960118	0.5122655	0.3612887	0.8022834	0.0457710	0.7757490	0.4701308	0.0350713	0.5624723	0.0553988	0.3014936	0.0490549	0.0178580	0.0152155	0.0798916	0.3464689	0.6284928	0.0690697	0.0103176	0.0228098	0.1414687	0.0849605	0.1747821	0.1449276	0.6618442	0.5517547	0.4247433	0.2888497	0.5142002	0.1952542	0.0177724	0.2433057	0.1485430	0.7233779	0.8548235	0.6368239	0.1567973	0.0887811	0.6499143	0.0612827	0.6879272	0.7175982	0.5281285	0.7319525	0.5554513	0.5576893	0.6000698	0.4891993	0.1708534	0.7410188	0.5954968	0.4515249	0.2802777	0.5834956	0.3391913	0.3220923	0.1858407	0.1253099	0.3724811	0.0207993	0.3247407	0.7379492	0.4526042	0.4893266	0.4582818	0.3543187	0.5184227	0.4080891	0.0205085	0.1711567	0.0341298	0.0666333	0.0737459	0.3259342	0.7448481	0.0088263	0.1283415	0.2092971	0.0358629	0.4158168	0.1250542	0.6825555	0.1768378	0.6042477	0.1908240	0.1637247	0.1116213	0.0646835	0.7514472	0.6939977	0.5488207	0.7800422	0.4159368	0.4366009	0.8106564	0.4085732	0.7628719	0.0000000	0.6467821
0.1205636	0.2311288	0.5803394	0.4495393	0.7208324	0.0281721	0.7490315	0.4674542	0.0140557	0.5638521	0.0106771	0.3302253	0.0331776	0.0065399	0.0113174	0.1084849	0.4103563	0.5833544	0.0926179	0.0066459	0.0509881	0.1963494	0.1754956	0.1517640	0.1224689	0.7233252	0.5640122	0.5021281	0.1982819	0.6368241	0.3454517	0.0235698	0.1652699	0.0947269	0.7297309	0.7406187	0.6920670	0.1278998	0.0765924	0.6824550	0.0343809	0.6898281	0.6324869	0.7031900	0.5649315	0.6046639	0.7761037	0.5607496	0.3797309	0.2062465	0.6236924	0.6609263	0.4458879	0.2074966	0.3940564	0.3973991	0.3296695	0.2977288	0.0495817	0.3118269	0.0450320	0.3062373	0.6797684	0.6314652	0.5101821	0.3594855	0.3656529	0.4012573	0.5143390	0.0176831	0.2173425	0.0389515	0.0616417	0.0471364	0.5274569	0.6418853	0.0116940	0.0753531	0.1617606	0.0716449	0.4981564	0.1578622	0.6781446	0.1684258	0.6439974	0.1782351	0.1533418	0.0002949	0.0463819	0.7172356	0.6553170	0.4183792	0.5965625	0.4526749	0.6165761	0.6508774	0.3798634	0.7923506	0.5889143	0.0000000
