,Unnamed: 0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G74,G75,G76,G77,G78,G79,G80,G81,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99,G100,G0
G88,0.0,0.051412131,0.092870954,0.121188841,0.098478255,0.072723426,0.021417271,0.025012004,0.071085559,0.095923079,0.033883572,0.125116095,0.155806325,0.132343684,0.02242121,0.02242121,0.039529375,0.102607464,0.041255432,0.071517245,0.057278465,0.0078656,0.165038813,0.091881305,0.108708212,0.196530176,0.110628058,0.065529083,0.16969355,0.05837359,0.018575674,0.084561608,0.015798277,0.071302736,0.026137852,0.072333299,0.054916437,0.015831908,0.113061649,0.119506041,0.016435521,0.014944175,0.051724501,0.044632569,0.08609442,0.095398456,0.049755382,0.022013338,0.090848701,0.072214171,0.110593932,0.127840786,0.125984086,0.059024737,0.129917481,0.041413467,0.054750211,0.174210885,0.17981848,0.111592964,0.1021534,0.08345598,0.049436774,0.070657549,0.110887631,0.038714866,0.067066504,0.103940049,0.088749911,0.043547439,0.038247869,0.028646447,0.003496757,0.046341482,0.050117779,0.057209008,0.020612802,0.046455126,0.07989397,0.083341804,0.025936269,0.113702463,0.003608177,0.100534018,0.052210181,0.16164751,0.12368386,0.118195572,0.0,0.055033577,0.076266497,0.067365524,0.079108563,0.096200497,0.131647837,0.077210587,0.069779098,0.084132058,0.077137623,0.048174631,0.064665638,0.094050191
G89,0.0,0.209522469,0.150263456,0.041941199,0.15227213,0.080167234,0.026503628,0.046448352,0.163825434,0.045325615,0.102180446,0.043949837,0.06192751,0.002095026,0.001036539,0.001036539,0.0550343,0.036309276,0.127309447,0.017130408,0.002632795,0.06489711,0.084092866,0.210571106,0.187750166,0.161945032,0.029915299,0.067795581,0.060318518,0.214498512,0.05361185,0.06909585,0.000515583,0.037889953,0.036179565,0.045917604,0.084567466,0.194115047,0.020840105,0.026413654,0.039839281,0.007752279,0.026921987,0.056542359,0.083569837,0.042303929,0.080659267,0.171540143,0.195635568,0.095064003,0.068784486,0.063185648,0.081594787,0.066169886,0.09761978,0.105138528,0.063697101,0.081696419,0.095684296,0.170254841,0.189438438,0.167990567,0.242165827,0.03339787,0.089515594,0.047085097,0.097108878,0.089718318,0.174928252,0.171540143,0.181679875,0.184897578,0.18157461,0.206544918,0.209140067,0.20377766,0.152542434,0.224532979,0.053750281,0.035542802,0.001562981,0.095656746,0.04983168,0.074046684,0.037736621,0.041975201,0.059192416,0.056500159,0.055033577,0.0,0.027509722,0.057716553,0.025271865,0.054060784,0.055514123,0.069389467,0.104708813,0.090984674,0.076693238,0.057935725,0.040466944,0.098696117
G90,0.0,0.084794335,0.093032915,0.051197425,0.092868522,0.046283234,0.007773538,0.099079788,0.095220537,0.03720475,0.106424533,0.071116437,0.093864523,0.044211392,0.014479484,0.019945287,0.07623755,0.100916226,0.091658285,0.065492024,0.027312853,0.027717403,0.105837823,0.060330882,0.096249629,0.079117599,0.034336404,0.067815425,0.083766975,0.053126314,0.096114544,0.073010439,0.012860225,0.04261237,0.02798988,0.072273345,0.058669639,0.070151347,0.072116201,0.074014416,0.020442031,0.023839985,0.094176831,0.024440918,0.050021344,0.042363584,0.061011748,0.071157927,0.066564815,0.066612353,0.115074602,0.018412499,0.032480495,0.050006364,0.099040553,0.060368764,0.131938706,0.036802794,0.08016217,0.122777822,0.117480833,0.050808216,0.103169337,0.034725985,0.06661957,0.043760546,0.031903877,0.049807937,0.122251725,0.111723063,0.056591219,0.058062779,0.014862946,0.070007315,0.036858194,0.059218193,0.053254692,0.020095427,0.04817926,0.009331461,0.037123119,0.070930999,0.015130946,0.042198278,0.044784149,0.047619372,0.111693536,0.017587501,0.076266497,0.027509722,0.0,0.044550343,0.093779304,0.078185567,0.119585504,0.083389519,0.082376276,0.085034689,0.040035438,0.084530959,0.007898249,0.128652513
G91,0.0,0.0955421,0.075495422,0.144325278,0.096852515,0.040907524,0.002656394,0.042410303,0.041860906,0.027470339,0.052092305,0.061120444,0.059334084,0.042004583,0.034893558,0.030996864,0.056760734,0.016522919,0.034640463,0.016710222,0.017256004,0.01043765,0.038461646,0.095104704,0.11937779,0.069487335,0.022349756,0.054850019,0.119545862,0.047558944,0.02849329,0.060304007,0.008506724,0.089503605,0.073587284,0.073451632,0.04929896,0.062031913,0.009413557,0.02796026,0.028013951,0.071646435,0.044103331,0.038167574,0.041848438,0.120494468,0.012020412,0.016467184,0.11344122,0.051482288,0.128942726,0.042436682,0.014886408,0.090536424,0.068763134,0.05044293,0.016379783,0.054395137,0.040781343,0.096711109,0.058742131,0.064235848,0.073272727,0.069759166,0.077488997,0.072780344,0.038782467,0.051472477,0.12430979,0.036076985,0.023347866,0.081183589,0.033632359,0.053302194,0.122610433,0.080029851,0.032928387,0.03886484,0.027999404,0.041939851,0.039439064,0.026379064,0.043863576,0.031473902,0.033574761,0.039663065,0.098576232,0.05191903,0.067365524,0.057716553,0.044550343,0.0,0.058633466,0.087714496,0.101884718,0.138958434,0.049146482,0.062410233,0.048700719,0.044831665,0.105189381,0.125433077
G92,0.0,0.093209092,0.09566122,0.141696141,0.101489725,0.014959386,0.00219356,0.024755562,0.052438811,0.07168853,0.042301896,0.043912047,0.097272495,0.05025582,0.015770453,0.031216838,0.079807873,0.053842114,0.041920444,0.034961705,0.035025896,0.031258516,0.075010973,0.057563746,0.062490072,0.065976331,0.005233412,0.03911962,0.190815682,0.083680505,0.038855722,0.076997133,0.007824612,0.100442926,0.032998715,0.052304478,0.020826534,0.037889196,0.051012164,0.029814823,0.040132517,0.009767488,0.019460643,0.020929789,0.04629227,0.044549309,0.027288923,0.071866303,0.068948107,0.093110629,0.094264229,0.074874884,0.087619663,0.023401718,0.071466755,0.114130219,0.018094407,0.089213895,0.034073531,0.063944335,0.047137238,0.089514388,0.061605255,0.034442727,0.17384967,0.052287108,0.036808581,0.056278449,0.075638323,0.055589708,0.020039383,0.021988207,0.011942977,0.056499594,0.033073938,0.054036773,0.015916669,0.017175458,0.060697038,0.035400232,0.04351679,0.075339441,0.050886056,0.062069073,0.077064178,0.053580247,0.131484095,0.020388649,0.079108563,0.025271865,0.093779304,0.058633466,0.0,0.055644355,0.141750589,0.034413385,0.062700374,0.078294011,-0.003452926,0.064771283,0.02308967,0.223445115
G93,0.0,0.07294642,0.063269147,0.088531158,0.137225669,0.05332996,0.017242295,0.031409901,0.086900497,0.090308931,0.097528798,0.037502729,0.143587946,0.045145143,0.025104487,0.015770453,0.081452228,0.067820148,0.037087196,0.035189612,0.044700724,0.010002936,0.073735065,0.049591182,0.109468458,0.091870623,0.034319487,0.042490532,0.106684327,0.067527557,0.081553803,0.129418452,0.007824612,0.057571073,0.031895041,0.019216766,0.02891927,0.059970128,0.054983013,0.022898353,0.064348992,0.037550147,0.086685397,0.052130286,0.07083667,0.063357075,0.052353042,0.073360955,0.063098101,0.13540502,0.080090412,0.03057321,0.060455784,0.089792763,0.083261674,0.074790853,0.134700177,0.033008021,0.083123083,0.117015692,0.112197101,0.089511565,0.065588408,0.022642432,0.063630005,0.085834172,0.081366517,0.027649658,0.065477814,0.032177181,0.044474232,0.07267604,0.055364583,0.054047218,0.068971933,0.101649585,0.070098068,0.03650164,0.052280637,0.0423642,0.042870894,0.092264628,0.050837413,0.047362902,0.059296198,0.08058713,0.049565243,0.052014841,0.096200497,0.054060784,0.078185567,0.087714496,0.055644355,0.0,0.139051223,0.127938095,0.08103878,0.099417542,0.028312303,0.071325679,0.084497089,0.026261397
G94,0.0,0.124847961,0.15138127,0.130953526,0.110538556,0.111267831,0.027364625,0.076931605,0.177099212,0.02855248,0.221795796,0.061740277,0.118785804,0.053168137,0.030350546,0.024319197,0.132507167,0.171396019,0.045997001,0.134550306,0.12845265,0.021721904,0.131182065,0.174509557,0.24626988,0.10433235,0.063803655,0.173017092,0.25636012,0.068709283,0.118235676,0.275262117,0.025859921,0.119985062,0.045603665,0.135269679,0.056324372,0.059044013,0.039802791,0.037752718,0.157068469,0.036021499,0.059056338,0.122706601,0.20678425,0.203709187,0.097284942,0.066454095,0.158441328,0.114705395,0.18540257,0.164970258,0.173117948,0.161216732,0.211596175,0.162206246,0.081125855,0.176788567,0.152186681,0.190937501,0.226404437,0.188257463,0.224240515,0.136734572,0.295117207,0.144460772,0.096998687,0.150450815,0.201754947,0.087284167,0.033932116,0.06232333,0.020326937,0.085887174,0.119344898,0.167383479,0.08584048,0.044422362,0.174114665,0.139705575,0.140961033,0.060242811,0.070428302,0.094758127,0.08929656,0.145684596,0.126772818,0.059101406,0.131647837,0.055514123,0.119585504,0.101884718,0.141750589,0.139051223,0.0,0.212961553,0.076873613,0.138943351,0.077574527,0.121267099,0.039072663,0.206013079
G95,0.0,0.209428708,0.083886553,0.102070348,0.110611084,0.02548083,0.026579878,0.088990504,0.055357531,0.061620341,0.147063378,0.040732431,0.096676383,0.061369336,0.022787938,0.038619135,0.049791331,0.073918646,0.035347131,0.121127051,0.075184208,0.042009148,0.101034283,0.100165095,0.158532445,0.178573371,0.053930753,0.096695843,0.182980989,0.095381568,0.081134621,0.171969441,0.025859921,0.054599436,0.019083127,0.079682855,0.050711171,0.062889626,0.083647831,0.032418828,0.070537691,0.06100545,0.040597071,0.080316915,0.112219439,0.077629808,0.017397562,0.102127482,0.08045144,0.079045906,0.167411326,0.033023812,0.04153534,0.088628099,0.156459625,0.167810813,0.057352842,0.115872722,0.013507008,0.188203534,0.177584882,0.14399713,0.200757845,0.129668763,0.225086602,0.053673561,0.120323567,0.112274492,0.153460039,0.099775091,0.0423699,0.077708466,0.032473679,0.097452356,0.112336375,0.118195816,0.063690007,0.056569105,0.112667946,0.093188975,0.080138896,0.114204133,0.04894368,0.066926014,0.092929652,0.061920294,0.079095204,0.05848671,0.077210587,0.069389467,0.083389519,0.138958434,0.034413385,0.127938095,0.212961553,0.0,0.058603762,0.056599249,0.030488459,0.092991417,0.066045693,0.147635908
G96,0.0,0.112430888,0.045830507,0.092023728,0.114082208,0.047914138,0.027032233,0.065335986,0.097277565,0.087010111,0.128031301,0.038922627,0.070835047,0.052901403,0.018633016,0.020327311,0.09934421,0.140589676,0.055255499,0.01736977,0.026068098,0.078027356,0.008986486,0.08055102,0.093429444,0.084763244,0.03723555,0.050511706,0.116322014,0.079412773,0.099587593,0.065632245,0.021581216,0.094103432,0.103280078,0.098806952,0.038523799,0.009855372,0.065892283,0.031425166,0.062847344,0.001808871,0.044389546,0.079543043,0.066701891,0.075287194,0.04010674,0.043880509,0.083434895,0.15932897,0.109739301,0.070851423,0.034858791,0.052983351,0.101803274,0.090049887,0.065281604,0.142236547,0.071732016,0.087665153,0.134745594,0.097231704,0.082338936,0.030085931,0.091268655,0.09057129,0.090323255,0.073839262,0.099473773,0.071369801,0.042103418,0.046541423,0.020022172,0.049639863,0.057735326,0.064426129,0.019817637,0.044117597,0.057003622,0.055825991,0.02961949,0.110974761,0.032326819,0.136641736,0.06841213,0.037259119,0.107635389,0.09206509,0.069779098,0.104708813,0.082376276,0.049146482,0.062700374,0.08103878,0.076873613,0.058603762,0.0,0.130087808,0.067403914,0.070728744,0.045579849,0.204888465
G97,0.0,0.081854387,0.125390474,0.057590656,0.109407268,0.050552244,0.015785015,0.063538901,0.070814211,0.034903733,0.043564139,0.041212723,0.120909882,0.035693506,0.025104487,0.015770453,0.053584119,0.04081531,0.124047377,0.048086396,0.040376644,0.061098529,0.069948888,0.060065264,0.059481043,0.137132557,0.049785552,0.116811444,0.178148998,0.032001468,0.099812371,0.085533072,0.007824612,0.104079382,0.024321947,0.049229503,0.082835006,0.063229844,0.040632756,0.045360965,0.062386712,0.03101463,0.114979724,0.118504993,0.080885558,0.038931812,0.038270022,0.05878432,0.087332458,0.111981518,0.142799093,0.071812851,0.086794098,0.071291874,0.093764532,0.078137767,0.137271221,0.090371535,0.07591905,0.103876921,0.139860556,0.085486903,0.091349689,0.051399123,0.101856208,0.087815961,0.097848087,0.094151665,0.136006309,0.101590805,-0.004928376,0.063818885,0.006298032,0.027402191,0.041170016,0.090122762,0.064187349,0.030393457,0.03669736,0.127883656,0.023841544,0.072699757,0.021081327,0.12423003,0.052688742,0.028870095,0.076607359,0.073390837,0.084132058,0.090984674,0.085034689,0.062410233,0.078294011,0.099417542,0.138943351,0.056599249,0.130087808,0.0,0.088142998,0.063060453,0.04651526,0.09634651
G98,0.0,0.133658291,0.099179884,0.101400442,0.078730555,0.021787182,0.020608325,0.017772032,0.076322843,0.01106858,0.058160151,0.048111812,0.118753042,0.036038402,0.028470516,0.015770453,0.070580201,0.072439624,0.060203182,0.05376034,0.020039383,0.029468897,0.076235254,0.05106929,0.09939012,0.09781995,0.102050334,0.065106908,0.04921413,0.065503533,0.08635456,0.07450916,0.007824612,0.03788525,0.007859517,0.116937806,0.05678211,0.056726679,0.018786165,0.040711353,0.08868054,0.043330469,0.098090691,0.035651831,0.049350265,0.065307667,0.053195056,0.116351123,0.113021298,0.096255835,0.088365853,0.056395359,0.079185288,0.07607399,0.089237208,0.10302633,0.109280545,0.093829077,0.063731161,0.088895735,0.081659145,0.069670621,0.040354411,0.080151742,0.123825145,0.064862865,0.068040481,0.084562409,0.079185442,0.060487811,0.015699561,0.077289733,0.046011153,0.088145857,0.104569205,0.112613804,0.078297077,0.051243635,0.043493959,0.018403169,0.028070406,0.114119162,0.064895011,0.094297807,0.081960441,0.023730043,0.156451042,0.033524559,0.077137623,0.076693238,0.040035438,0.048700719,-0.003452926,0.028312303,0.077574527,0.030488459,0.067403914,0.088142998,0.0,0.107072105,0.023234805,0.12410319
G99,0.0,0.038989083,0.074213829,0.075853305,0.046041144,0.083332234,0.045563432,0.023827806,0.087089687,0.03320029,0.030480456,0.054540351,0.074137007,0.055459406,0.020543861,0.033277003,0.065394917,0.118182867,0.030870277,0.03162449,0.054446901,0.036232247,0.043682472,0.063969986,0.103460824,0.087677058,0.072898407,0.052357572,0.059205622,0.044110894,0.0290597,0.132599818,0.010886451,0.066831628,0.035365778,0.111663198,0.042707893,0.008265654,0.019252306,0.028137733,0.087367209,0.076707693,0.069633722,0.010816266,0.035176055,-0.008747264,0.018087526,0.023156515,0.0614175,0.170710657,0.07444432,0.069825614,0.015821497,0.093174179,0.135160031,0.032936655,0.083240767,0.091579332,0.167772692,0.096331548,0.164507288,0.081348748,0.078938622,0.053509808,0.086798928,0.029402868,0.040642621,0.069645359,0.120527867,0.090825916,0.021849142,0.063186032,0.029620324,0.034050954,0.066241319,0.105820283,0.028955104,0.034852805,0.036614979,0.036502342,0.044263477,0.116818796,0.020948653,0.07164681,0.075797153,0.036758471,0.086813555,0.021258888,0.048174631,0.057935725,0.084530959,0.044831665,0.064771283,0.071325679,0.121267099,0.092991417,0.070728744,0.063060453,0.107072105,0.0,0.023417415,0.101785885
G100,0.0,0.113887905,0.058981556,0.076141837,0.101525591,0.042793927,0.018914028,0.011953645,0.104556696,0.027718187,0.044980747,0.035652214,0.051626672,0.039199375,0.017632599,0.017632599,0.021980153,0.025177831,0.009581387,0.037426585,0.022238132,0.060497792,0.101812753,0.091664257,0.111505775,0.073969541,0.005793663,0.038425043,0.087689594,0.047453237,0.077553292,0.110140245,0.008744842,0.038279674,0.030026899,0.074380372,0.031647417,0.03305779,0.042759527,0.010484163,0.030651248,-0.000539304,0.064473108,0.037161661,0.105191524,0.007434494,0.068084249,0.059689826,0.026761588,0.095861627,0.066868927,0.003238323,0.064651623,0.025916208,0.111109938,0.091930228,0.063970625,0.068141207,0.152428629,0.150261515,0.104537059,0.094704727,0.077081139,0.042467542,0.085512077,0.104477288,0.057865488,0.033216818,0.115133838,0.072096919,0.016371519,0.037801419,0.024758329,0.090561372,0.056909636,0.020483149,0.02919884,0.02999081,0.053472514,0.042022796,0.028315996,0.086615915,0.062890265,0.079088567,0.038045829,0.016405165,0.088626001,-0.002162363,0.064665638,0.040466944,0.007898249,0.105189381,0.02308967,0.084497089,0.039072663,0.066045693,0.045579849,0.04651526,0.023234805,0.023417415,0.0,0.094691761
G0,,0.150842329,0.156752756,0.086522625,0.187297988,-0.026268585,0.013376507,0.091638484,0.122733308,0.069112086,0.115612074,0.071992021,0.108505774,0.094476142,0.046885462,0.046885462,-0.000549892,0.137102868,0.059454194,0.024130591,0.074600692,0.105735066,0.136792277,0.169397975,0.17975857,0.059420501,0.060891407,0.115807033,0.258195173,0.142459867,0.16320841,0.217992083,0.023493237,0.080052233,0.124856556,0.103272539,0.083391449,0.064407997,0.117229462,0.051074386,0.076964092,0.033352859,0.108143052,0.101375011,0.142082759,0.049630188,0.023809775,0.132834332,0.136155089,0.19665921,0.17618046,0.058718917,0.115760477,0.206152735,0.123267478,0.200571427,0.146993029,0.1795046,0.184830566,0.144887379,0.181645828,0.135327832,0.153159866,0.106735017,0.091075385,0.179274314,0.075152221,0.143789891,0.142006495,0.119096369,0.074600692,0.11650558,0.051517773,0.122324177,0.101438114,0.137841546,0.106169395,0.075613198,0.134483774,0.117254523,0.071289054,0.103937715,0.033415971,0.058203556,0.086188332,0.050155693,0.201333141,0.061398566,0.094050191,0.098696117,0.128652513,0.125433077,0.223445115,0.026261397,0.206013079,0.147635908,0.204888465,0.09634651,0.12410319,0.101785885,0.094691761,
