source,target,weight
G106,G2019,0.668
G106,G2039,0.714
G106,G2040,0.683
G106,G2049,0.808
G106,G2153,0.701
G106,G2186,0.793
G106,G2192,0.723
G106,G2230,0.859
G106,G2240,0.71
G106,G2251,0.763
G106,G2361,0.678
G106,G2389,0.861
G106,G2405,0.816
G106,G2415,0.82
G106,G2419,0.791
G106,G2425,0.798
G106,G2428,0.714
G106,G2529,0.76
G106,G2574,0.708
G106,G2593,0.838
G106,G2600,0.717
G106,G2640,0.716
G106,G2702,0.684
G106,G2742,0.737
G106,G2815,0.783
G106,G2816,0.671
G106,G2827,0.821
G106,G2838,0.667
G106,G2867,0.767
G106,G2888,0.799
G106,G2892,0.693
G106,G2940,0.697
G106,G2963,0.669
G106,G2995,0.75
G106,G2998,0.703
G106,G3041,0.785
G106,G3049,0.69
G106,G3067,0.817
G106,G3068,0.741
G106,G3100,0.675
G106,G3103,0.762
G106,G3107,0.774
G106,G3127,0.707
G106,G3148,0.687
G106,G3182,0.728
G106,G3190,0.766
G106,G3211,0.804
G106,G3246,0.668
G106,G3264,0.717
G106,G3276,0.729
G106,G3301,0.677
G106,G3388,0.792
G106,G3389,0.736
G106,G3395,0.72
G106,G3405,0.761
G106,G3410,0.7
G106,G3465,0.771
G106,G3473,0.753
G106,G3500,0.75
G106,G3501,0.71
G106,G3536,0.757
G106,G3544,0.777
G106,G3545,0.852
G106,G3609,0.716
G106,G3666,0.731
G106,G3669,0.791
G106,G3705,0.777
G106,G3706,0.699
G106,G3722,0.787
G106,G3729,0.678
G106,G3760,0.684
G106,G3763,0.835
G106,G3782,0.746
G106,G3784,0.779
G106,G3809,0.681
G106,G3855,0.741
G106,G3897,0.701
G106,G3907,0.765
G106,G3923,0.712
G106,G3934,0.725
G106,G3946,0.71
G106,G3969,0.836
G106,G3989,0.745
G106,G4004,0.771
G106,G4023,0.742
G106,G4031,0.818
G106,G4038,0.739
G106,G4051,0.691
G106,G4108,0.769
G106,G4111,0.729
G106,G4137,0.735
G106,G4171,0.759
G106,G4179,0.732
G106,G4210,0.832
G106,G4294,0.696
G106,G4298,0.677
G106,G4319,0.804
G106,G4321,0.752
G106,G4333,0.773
G106,G4353,0.672
G106,G4359,0.704
G106,G4371,0.692
G106,G4392,0.686
G106,G4399,0.777
G106,G4418,0.726
G106,G4433,0.681
G106,G4468,0.776
G108,G2301,0.741
G110,G219,0.928
G110,G329,0.693
G110,G431,0.682
G110,G1408,0.684
G110,G1457,0.672
G110,G1462,0.67
G110,G2327,0.701
G110,G2808,0.716
G110,G3647,0.681
G110,G4119,0.682
G110,G4351,0.693
G111,G3531,0.685
G113,G183,0.794
G113,G244,0.68
G113,G1384,0.672
G113,G1780,0.693
G113,G2418,0.682
G113,G2927,0.742
G113,G3495,0.691
G113,G3853,0.709
G116,G1284,0.801
G116,G2990,0.862
G116,G4206,0.865
G119,G928,0.682
G119,G1355,0.673
G119,G3148,0.667
G119,G3222,0.698
G119,G3576,0.685
G120,G418,0.688
G120,G2657,0.683
G122,G233,0.759
G122,G1331,0.685
G122,G1532,0.669
G122,G1835,0.777
G122,G1937,0.743
G122,G2789,0.742
G122,G3383,0.783
G122,G4047,0.685
G122,G4134,0.692
G124,G1239,0.685
G124,G1253,0.672
G124,G1359,0.718
G124,G1901,0.7
G124,G2047,0.729
G124,G2122,0.762
G124,G2233,0.717
G124,G2647,0.749
G124,G2778,0.857
G124,G3195,0.676
G124,G3986,0.679
G128,G2157,0.668
G129,G3579,0.769
G130,G394,0.674
G130,G2089,0.672
G131,G1510,0.677
G132,G3821,0.692
G135,G2052,0.673
G135,G2741,0.689
G135,G4336,0.669
G136,G742,0.767
G136,G1025,0.691
G136,G1144,0.769
G136,G1486,0.673
G136,G2351,0.703
G136,G3694,0.763
G136,G4060,0.679
G138,G2420,0.667
G139,G2155,0.92
G139,G3401,0.804
G140,G3017,0.684
G145,G4356,0.684
G148,G3311,0.669
G150,G1090,0.93
G150,G1940,0.915
G150,G2244,0.832
G150,G4019,0.672
G152,G2756,0.694
G154,G302,0.772
G154,G318,0.828
G154,G337,0.821
G154,G410,0.812
G154,G453,0.728
G154,G501,0.671
G154,G698,0.713
G154,G743,0.7
G154,G791,0.708
G154,G997,0.682
G154,G1006,0.722
G154,G1054,0.751
G154,G1095,0.672
G154,G1113,0.719
G154,G1116,0.676
G154,G1140,0.762
G154,G1172,0.78
G154,G1185,0.739
G154,G1193,0.744
G154,G1201,0.759
G154,G1291,0.768
G154,G1343,0.796
G154,G1391,0.703
G154,G1405,0.7
G154,G1446,0.673
G154,G1458,0.753
G154,G1503,0.822
G154,G1585,0.685
G154,G1619,0.808
G154,G1764,0.842
G154,G1787,0.776
G154,G1793,0.759
G154,G1829,0.67
G154,G1884,0.787
G154,G1927,0.809
G154,G1951,0.749
G154,G1952,0.733
G154,G1983,0.819
G154,G1993,0.679
G154,G2053,0.816
G154,G2168,0.781
G154,G2178,0.761
G154,G2265,0.7
G154,G2289,0.695
G154,G2314,0.707
G154,G2315,0.744
G154,G2339,0.809
G154,G2359,0.729
G154,G2394,0.722
G154,G2482,0.784
G154,G2529,0.679
G154,G2554,0.704
G154,G2557,0.693
G154,G2599,0.677
G154,G2607,0.727
G154,G2622,0.735
G154,G2673,0.706
G154,G2689,0.776
G154,G2704,0.756
G154,G2709,0.717
G154,G2752,0.784
G154,G2783,0.668
G154,G2792,0.684
G154,G2838,0.671
G154,G2866,0.775
G154,G2929,0.716
G154,G2956,0.716
G154,G2996,0.831
G154,G3014,0.776
G154,G3037,0.695
G154,G3054,0.715
G154,G3075,0.813
G154,G3110,0.683
G154,G3150,0.773
G154,G3162,0.713
G154,G3165,0.741
G154,G3213,0.674
G154,G3246,0.679
G154,G3254,0.786
G154,G3291,0.725
G154,G3318,0.812
G154,G3329,0.699
G154,G3346,0.745
G154,G3366,0.754
G154,G3377,0.729
G154,G3440,0.756
G154,G3475,0.71
G154,G3482,0.774
G154,G3507,0.815
G154,G3553,0.727
G154,G3603,0.679
G154,G3658,0.711
G154,G3659,0.775
G154,G3723,0.687
G154,G3754,0.791
G154,G3765,0.748
G154,G3824,0.778
G154,G3867,0.734
G154,G3954,0.714
G154,G4039,0.679
G154,G4201,0.799
G154,G4205,0.679
G154,G4215,0.739
G154,G4224,0.799
G154,G4269,0.813
G154,G4271,0.725
G154,G4313,0.69
G154,G4340,0.776
G154,G4347,0.672
G154,G4378,0.736
G154,G4381,0.805
G154,G4402,0.685
G154,G4416,0.793
G154,G4440,0.792
G154,G4489,0.821
G154,G4496,0.765
G155,G337,0.705
G155,G410,0.73
G155,G698,0.675
G155,G743,0.745
G155,G749,0.677
G155,G896,0.709
G155,G1140,0.694
G155,G1172,0.728
G155,G1193,0.698
G155,G1201,0.714
G155,G1291,0.674
G155,G1503,0.703
G155,G1764,0.673
G155,G1927,0.697
G155,G2017,0.688
G155,G2314,0.68
G155,G2339,0.719
G155,G2514,0.687
G155,G2622,0.705
G155,G2752,0.689
G155,G2996,0.708
G155,G3032,0.692
G155,G3054,0.725
G155,G3075,0.712
G155,G3165,0.679
G155,G3254,0.701
G155,G3291,0.717
G155,G3318,0.692
G155,G3346,0.667
G155,G3507,0.704
G155,G3658,0.672
G155,G3867,0.669
G155,G4216,0.7
G155,G4224,0.819
G155,G4269,0.739
G155,G4378,0.721
G155,G4381,0.697
G155,G4489,0.691
G155,G4496,0.678
G156,G177,0.695
G156,G206,0.754
G156,G231,0.777
G156,G236,0.689
G156,G249,0.687
G156,G263,0.722
G156,G287,0.695
G156,G292,0.668
G156,G301,0.749
G156,G372,0.72
G156,G392,0.737
G156,G406,0.77
G156,G424,0.761
G156,G468,0.705
G156,G520,0.756
G156,G526,0.747
G156,G544,0.701
G156,G579,0.774
G156,G622,0.681
G156,G641,0.713
G156,G654,0.724
G156,G758,0.795
G156,G768,0.702
G156,G772,0.826
G156,G794,0.727
G156,G825,0.735
G156,G833,0.799
G156,G885,0.738
G156,G928,0.774
G156,G983,0.689
G156,G1085,0.68
G156,G1212,0.713
G156,G1257,0.686
G156,G1273,0.699
G156,G1281,0.777
G156,G1306,0.695
G156,G1321,0.732
G156,G1352,0.694
G156,G1355,0.698
G156,G1371,0.784
G156,G1395,0.668
G156,G1533,0.717
G156,G1537,0.714
G156,G1540,0.75
G156,G1582,0.734
G156,G1727,0.764
G156,G1812,0.704
G156,G1813,0.8
G156,G1817,0.674
G156,G1820,0.692
G156,G1824,0.71
G156,G1838,0.776
G156,G1888,0.738
G156,G1902,0.792
G156,G1909,0.707
G156,G1944,0.677
G156,G2005,0.746
G156,G2029,0.723
G156,G2040,0.682
G156,G2049,0.673
G156,G2131,0.733
G156,G2145,0.676
G156,G2153,0.674
G156,G2162,0.793
G156,G2186,0.752
G156,G2192,0.707
G156,G2198,0.793
G156,G2240,0.68
G156,G2251,0.752
G156,G2254,0.675
G156,G2294,0.683
G156,G2345,0.683
G156,G2389,0.667
G156,G2405,0.771
G156,G2414,0.672
G156,G2428,0.717
G156,G2454,0.742
G156,G2556,0.698
G156,G2593,0.738
G156,G2600,0.682
G156,G2635,0.755
G156,G2702,0.706
G156,G2815,0.711
G156,G2827,0.731
G156,G2867,0.672
G156,G2925,0.747
G156,G2932,0.779
G156,G2992,0.785
G156,G2998,0.686
G156,G3016,0.852
G156,G3068,0.672
G156,G3107,0.825
G156,G3148,0.776
G156,G3182,0.753
G156,G3190,0.67
G156,G3211,0.709
G156,G3220,0.69
G156,G3255,0.697
G156,G3264,0.702
G156,G3347,0.725
G156,G3389,0.676
G156,G3464,0.701
G156,G3465,0.731
G156,G3473,0.804
G156,G3500,0.782
G156,G3501,0.7
G156,G3537,0.7
G156,G3544,0.798
G156,G3545,0.739
G156,G3669,0.819
G156,G3717,0.731
G156,G3722,0.67
G156,G3784,0.682
G156,G3897,0.71
G156,G3934,0.735
G156,G3946,0.698
G156,G3969,0.67
G156,G4004,0.672
G156,G4030,0.73
G156,G4031,0.835
G156,G4104,0.701
G156,G4108,0.677
G156,G4151,0.699
G156,G4156,0.753
G156,G4233,0.698
G156,G4273,0.692
G156,G4294,0.75
G156,G4319,0.813
G156,G4321,0.809
G156,G4330,0.753
G156,G4359,0.737
G156,G4370,0.719
G156,G4412,0.805
G156,G4433,0.728
G156,G4468,0.677
G156,G4471,0.724
G156,G4482,0.713
G158,G206,0.673
G158,G231,0.67
G158,G301,0.694
G158,G372,0.672
G158,G520,0.668
G158,G758,0.76
G158,G928,0.729
G158,G983,0.692
G158,G1022,0.68
G158,G1363,0.667
G158,G1379,0.673
G158,G1581,0.674
G158,G1582,0.698
G158,G1712,0.667
G158,G1813,0.667
G158,G1817,0.67
G158,G2005,0.667
G158,G2415,0.749
G158,G2454,0.71
G158,G2593,0.674
G158,G2640,0.7
G158,G2815,0.704
G158,G2843,0.688
G158,G2992,0.703
G158,G2995,0.673
G158,G3127,0.675
G158,G3465,0.71
G158,G3536,0.742
G158,G3669,0.695
G158,G3897,0.699
G158,G4004,0.718
G158,G4031,0.715
G158,G4104,0.669
G158,G4273,0.716
G158,G4321,0.73
G161,G537,0.705
G161,G830,0.672
G161,G2034,0.77
G162,G1334,0.828
G163,G216,0.73
G163,G284,0.822
G163,G299,0.676
G163,G332,0.831
G163,G2167,0.67
G163,G3848,0.924
G165,G236,0.673
G165,G301,0.668
G165,G520,0.701
G165,G834,0.671
G165,G906,0.729
G165,G924,0.687
G165,G1131,0.675
G165,G1281,0.714
G165,G1312,0.693
G165,G1352,0.723
G165,G1371,0.67
G165,G1537,0.693
G165,G1540,0.711
G165,G1734,0.694
G165,G1813,0.762
G165,G1838,0.679
G165,G1888,0.711
G165,G1902,0.671
G165,G1935,0.678
G165,G2153,0.687
G165,G2251,0.715
G165,G2389,0.69
G165,G2405,0.789
G165,G2428,0.712
G165,G2593,0.726
G165,G2635,0.727
G165,G2640,0.711
G165,G2815,0.746
G165,G2827,0.739
G165,G2892,0.675
G165,G2925,0.687
G165,G2992,0.713
G165,G3107,0.718
G165,G3211,0.739
G165,G3388,0.669
G165,G3389,0.702
G165,G3395,0.673
G165,G3410,0.706
G165,G3465,0.735
G165,G3473,0.681
G165,G3544,0.697
G165,G3545,0.697
G165,G3669,0.676
G165,G3722,0.736
G165,G3763,0.724
G165,G3969,0.724
G165,G4030,0.69
G165,G4031,0.724
G165,G4111,0.7
G165,G4216,0.673
G165,G4319,0.725
G165,G4321,0.686
G167,G3163,0.689
G168,G1368,0.671
G168,G2350,0.668
G168,G3423,0.718
G169,G1359,0.715
G172,G291,0.685
G172,G1170,0.675
G172,G1692,0.705
G172,G2401,0.668
G172,G2653,0.727
G172,G3050,0.668
G172,G3247,0.685
G172,G3720,0.749
G175,G2391,0.703
G177,G231,0.688
G177,G292,0.711
G177,G380,0.691
G177,G392,0.727
G177,G406,0.846
G177,G411,0.667
G177,G424,0.708
G177,G449,0.716
G177,G477,0.718
G177,G520,0.672
G177,G526,0.835
G177,G544,0.675
G177,G558,0.713
G177,G590,0.667
G177,G622,0.689
G177,G641,0.706
G177,G654,0.678
G177,G682,0.705
G177,G697,0.669
G177,G758,0.754
G177,G772,0.749
G177,G833,0.696
G177,G834,0.733
G177,G843,0.675
G177,G865,0.688
G177,G885,0.764
G177,G906,0.76
G177,G921,0.676
G177,G924,0.668
G177,G1048,0.753
G177,G1257,0.754
G177,G1281,0.769
G177,G1306,0.801
G177,G1312,0.705
G177,G1352,0.72
G177,G1371,0.732
G177,G1395,0.753
G177,G1533,0.758
G177,G1537,0.772
G177,G1540,0.704
G177,G1576,0.676
G177,G1581,0.785
G177,G1582,0.792
G177,G1623,0.797
G177,G1712,0.763
G177,G1772,0.67
G177,G1775,0.674
G177,G1811,0.745
G177,G1812,0.759
G177,G1813,0.805
G177,G1824,0.73
G177,G1838,0.739
G177,G1864,0.743
G177,G1888,0.745
G177,G1902,0.754
G177,G1909,0.759
G177,G1918,0.709
G177,G1920,0.69
G177,G1935,0.768
G177,G2023,0.737
G177,G2035,0.687
G177,G2049,0.706
G177,G2131,0.772
G177,G2132,0.698
G177,G2145,0.691
G177,G2162,0.744
G177,G2211,0.69
G177,G2405,0.769
G177,G2428,0.778
G177,G2454,0.707
G177,G2496,0.721
G177,G2593,0.739
G177,G2635,0.689
G177,G2702,0.757
G177,G2714,0.706
G177,G2815,0.709
G177,G2816,0.668
G177,G2827,0.724
G177,G2854,0.75
G177,G2925,0.766
G177,G2932,0.769
G177,G2992,0.746
G177,G2998,0.682
G177,G3016,0.81
G177,G3049,0.777
G177,G3068,0.693
G177,G3100,0.754
G177,G3107,0.798
G177,G3190,0.741
G177,G3211,0.788
G177,G3264,0.721
G177,G3389,0.711
G177,G3410,0.739
G177,G3464,0.725
G177,G3465,0.729
G177,G3473,0.809
G177,G3500,0.706
G177,G3536,0.684
G177,G3544,0.72
G177,G3545,0.679
G177,G3609,0.668
G177,G3645,0.674
G177,G3669,0.715
G177,G3717,0.671
G177,G3782,0.701
G177,G3850,0.691
G177,G3886,0.708
G177,G3907,0.685
G177,G3934,0.781
G177,G3946,0.669
G177,G3969,0.692
G177,G3993,0.718
G177,G4031,0.778
G177,G4108,0.709
G177,G4111,0.709
G177,G4122,0.729
G177,G4137,0.686
G177,G4179,0.701
G177,G4298,0.686
G177,G4319,0.819
G177,G4321,0.793
G177,G4330,0.671
G177,G4353,0.696
G177,G4359,0.738
G177,G4370,0.694
G177,G4371,0.715
G177,G4399,0.676
G177,G4401,0.727
G177,G4412,0.703
G177,G4425,0.734
G177,G4433,0.702
G177,G4482,0.732
G179,G918,0.735
G181,G1239,0.675
G181,G1915,0.682
G181,G3195,0.736
G182,G396,0.676
G182,G516,0.673
G182,G586,0.72
G182,G751,0.69
G182,G1022,0.712
G182,G1163,0.671
G182,G1317,0.669
G182,G1379,0.683
G182,G1624,0.688
G182,G1817,0.679
G182,G1820,0.706
G182,G2151,0.668
G182,G2295,0.722
G182,G2415,0.788
G182,G2954,0.694
G182,G3505,0.693
G182,G3666,0.697
G182,G3923,0.713
G182,G3946,0.69
G182,G4004,0.693
G182,G4171,0.689
G182,G4247,0.719
G183,G325,0.69
G183,G500,0.735
G183,G522,0.728
G183,G775,0.685
G183,G804,0.674
G183,G882,0.686
G183,G1004,0.691
G183,G1009,0.688
G183,G1491,0.69
G183,G1780,0.763
G183,G1986,0.767
G183,G2077,0.678
G183,G2082,0.689
G183,G2086,0.681
G183,G2259,0.67
G183,G2329,0.671
G183,G2344,0.72
G183,G2402,0.687
G183,G2418,0.777
G183,G2675,0.731
G183,G2683,0.687
G183,G2726,0.724
G183,G2927,0.77
G183,G2975,0.701
G183,G2982,0.669
G183,G2993,0.697
G183,G3300,0.672
G183,G3495,0.779
G183,G3549,0.716
G183,G3565,0.713
G183,G3715,0.696
G183,G3853,0.743
G183,G3909,0.71
G183,G4103,0.678
G183,G4160,0.706
G183,G4163,0.705
G183,G4176,0.712
G183,G4314,0.696
G183,G4409,0.671
G183,G4466,0.668
G183,G4475,0.744
G184,G993,0.683
G185,G970,0.703
G185,G1624,0.709
G185,G3068,0.701
G185,G3758,0.674
G185,G3886,0.69
G185,G3946,0.69
G187,G1195,0.95
G187,G2989,0.919
G188,G254,0.849
G188,G259,0.738
G188,G666,0.711
G188,G896,0.675
G188,G1095,0.693
G188,G1116,0.714
G188,G1119,0.732
G188,G2314,0.737
G188,G2514,0.667
G188,G2668,0.673
G188,G2821,0.695
G188,G3162,0.695
G188,G4271,0.697
G188,G4312,0.765
G193,G410,0.745
G193,G666,0.675
G193,G896,0.792
G193,G1057,0.673
G193,G1095,0.696
G193,G1119,0.676
G193,G1191,0.695
G193,G1193,0.67
G193,G1751,0.672
G193,G2168,0.672
G193,G2314,0.693
G193,G2339,0.708
G193,G2462,0.676
G193,G2514,0.822
G193,G2709,0.75
G193,G3032,0.786
G193,G3054,0.808
G193,G3072,0.672
G193,G3092,0.688
G193,G3147,0.788
G193,G3399,0.673
G193,G3494,0.755
G193,G3547,0.69
G193,G3966,0.696
G193,G4271,0.687
G194,G219,0.689
G194,G329,0.955
G194,G353,0.847
G194,G413,0.764
G194,G425,0.672
G194,G431,0.89
G194,G578,0.787
G194,G639,0.914
G194,G776,0.909
G194,G835,0.927
G194,G840,0.78
G194,G884,0.915
G194,G911,0.676
G194,G1339,0.979
G194,G1408,0.864
G194,G1457,0.875
G194,G1462,0.859
G194,G1777,0.738
G194,G1815,0.891
G194,G1847,0.823
G194,G1903,0.679
G194,G2150,0.837
G194,G2174,0.893
G194,G2327,0.94
G194,G2450,0.758
G194,G2525,0.875
G194,G2677,0.889
G194,G2723,0.842
G194,G2744,0.907
G194,G2760,0.921
G194,G2808,0.877
G194,G2837,0.796
G194,G2871,0.793
G194,G2930,0.726
G194,G3022,0.767
G194,G3057,0.687
G194,G3058,0.754
G194,G3201,0.874
G194,G3252,0.809
G194,G3385,0.967
G194,G3403,0.78
G194,G3435,0.784
G194,G3468,0.897
G194,G3472,0.751
G194,G3630,0.915
G194,G3647,0.908
G194,G3675,0.772
G194,G3679,0.733
G194,G3843,0.805
G194,G3891,0.679
G194,G3957,0.862
G194,G4109,0.756
G194,G4119,0.813
G194,G4175,0.941
G194,G4194,0.926
G194,G4306,0.847
G194,G4351,0.863
G194,G4429,0.837
G197,G1057,0.765
G197,G1282,0.743
G197,G1326,0.728
G197,G1485,0.761
G197,G1498,0.826
G197,G1665,0.816
G197,G1751,0.785
G197,G2796,0.761
G197,G3092,0.727
G197,G4123,0.679
G197,G4283,0.668
G197,G4397,0.76
G199,G1422,0.682
G199,G2054,0.68
G199,G2247,0.673
G199,G2619,0.678
G199,G3632,0.684
G199,G4252,0.697
G200,G822,0.712
G200,G3423,0.677
G200,G3555,0.685
G202,G855,0.718
G202,G1879,0.669
G202,G2308,0.833
G203,G333,0.758
G203,G440,0.711
G203,G694,0.734
G203,G733,0.716
G203,G1016,0.75
G203,G1044,0.682
G203,G1185,0.698
G203,G1343,0.682
G203,G1446,0.677
G203,G1620,0.712
G203,G1971,0.791
G203,G2036,0.697
G203,G2053,0.685
G203,G2178,0.669
G203,G2201,0.752
G203,G2557,0.67
G203,G2611,0.667
G203,G2729,0.704
G203,G2792,0.702
G203,G2866,0.749
G203,G2960,0.687
G203,G3118,0.687
G203,G3167,0.684
G203,G3218,0.733
G203,G3228,0.672
G203,G3284,0.704
G203,G3366,0.722
G203,G3377,0.701
G203,G3397,0.799
G203,G3862,0.675
G203,G4282,0.688
G203,G4402,0.755
G205,G2717,0.678
G206,G301,0.697
G206,G372,0.711
G206,G553,0.704
G206,G586,0.671
G206,G751,0.683
G206,G758,0.773
G206,G772,0.685
G206,G794,0.68
G206,G885,0.667
G206,G928,0.722
G206,G983,0.68
G206,G1022,0.766
G206,G1159,0.674
G206,G1311,0.701
G206,G1317,0.689
G206,G1321,0.67
G206,G1355,0.669
G206,G1379,0.766
G206,G1679,0.68
G206,G1817,0.775
G206,G1820,0.72
G206,G1838,0.702
G206,G1955,0.701
G206,G1996,0.674
G206,G2005,0.667
G206,G2029,0.8
G206,G2040,0.68
G206,G2096,0.715
G206,G2131,0.708
G206,G2186,0.682
G206,G2415,0.75
G206,G2454,0.76
G206,G2867,0.752
G206,G2992,0.68
G206,G2995,0.747
G206,G3016,0.737
G206,G3041,0.684
G206,G3068,0.718
G206,G3107,0.668
G206,G3127,0.746
G206,G3148,0.718
G206,G3182,0.735
G206,G3264,0.7
G206,G3405,0.705
G206,G3473,0.678
G206,G3536,0.788
G206,G3537,0.692
G206,G3666,0.696
G206,G3669,0.717
G206,G3784,0.68
G206,G3883,0.717
G206,G3897,0.728
G206,G3923,0.698
G206,G3946,0.748
G206,G3969,0.684
G206,G4004,0.709
G206,G4031,0.731
G206,G4104,0.672
G206,G4108,0.692
G206,G4151,0.755
G206,G4273,0.798
G206,G4294,0.725
G206,G4319,0.693
G206,G4321,0.782
G206,G4333,0.691
G206,G4468,0.711
G209,G1870,0.738
G209,G2123,0.747
G213,G855,0.67
G213,G3588,0.901
G213,G3771,0.689
G213,G3839,0.668
G213,G4047,0.674
G213,G4324,0.696
G213,G4344,0.68
G216,G284,0.732
G216,G299,0.899
G216,G332,0.749
G216,G2753,0.689
G216,G3463,0.728
G216,G3848,0.682
G217,G627,0.67
G217,G928,0.704
G217,G2842,0.723
G217,G3148,0.677
G219,G329,0.732
G219,G353,0.701
G219,G413,0.683
G219,G431,0.73
G219,G639,0.676
G219,G835,0.712
G219,G884,0.705
G219,G1339,0.687
G219,G1408,0.74
G219,G1457,0.724
G219,G1462,0.729
G219,G1815,0.669
G219,G1847,0.73
G219,G2074,0.67
G219,G2327,0.736
G219,G2525,0.709
G219,G2677,0.671
G219,G2723,0.716
G219,G2744,0.718
G219,G2760,0.714
G219,G2808,0.744
G219,G2837,0.722
G219,G3058,0.707
G219,G3201,0.701
G219,G3252,0.726
G219,G3385,0.701
G219,G3435,0.67
G219,G3647,0.748
G219,G3675,0.675
G219,G3679,0.689
G219,G3843,0.69
G219,G3957,0.675
G219,G4109,0.68
G219,G4119,0.742
G219,G4175,0.693
G219,G4351,0.741
G222,G3066,0.667
G224,G3214,0.679
G226,G808,0.685
G228,G1050,0.685
G228,G1143,0.68
G228,G2418,0.667
G228,G2771,0.672
G231,G236,0.705
G231,G292,0.707
G231,G301,0.806
G231,G372,0.787
G231,G392,0.76
G231,G406,0.696
G231,G412,0.719
G231,G424,0.727
G231,G473,0.682
G231,G520,0.814
G231,G526,0.683
G231,G544,0.708
G231,G567,0.712
G231,G586,0.706
G231,G739,0.687
G231,G751,0.69
G231,G758,0.815
G231,G768,0.703
G231,G772,0.792
G231,G794,0.712
G231,G825,0.686
G231,G833,0.749
G231,G834,0.673
G231,G885,0.754
G231,G906,0.705
G231,G921,0.673
G231,G928,0.749
G231,G983,0.761
G231,G987,0.687
G231,G1013,0.729
G231,G1281,0.798
G231,G1306,0.687
G231,G1317,0.672
G231,G1321,0.774
G231,G1352,0.774
G231,G1355,0.778
G231,G1360,0.672
G231,G1371,0.767
G231,G1395,0.786
G231,G1417,0.675
G231,G1533,0.727
G231,G1540,0.752
G231,G1582,0.746
G231,G1623,0.709
G231,G1624,0.717
G231,G1727,0.729
G231,G1811,0.719
G231,G1813,0.778
G231,G1817,0.673
G231,G1820,0.724
G231,G1821,0.681
G231,G1838,0.774
G231,G1888,0.754
G231,G1902,0.725
G231,G1920,0.693
G231,G1987,0.694
G231,G1988,0.698
G231,G1996,0.735
G231,G2005,0.808
G231,G2049,0.757
G231,G2124,0.706
G231,G2131,0.698
G231,G2132,0.751
G231,G2141,0.722
G231,G2151,0.67
G231,G2153,0.676
G231,G2162,0.746
G231,G2186,0.769
G231,G2192,0.677
G231,G2198,0.707
G231,G2230,0.713
G231,G2240,0.743
G231,G2251,0.752
G231,G2389,0.699
G231,G2405,0.794
G231,G2415,0.745
G231,G2419,0.673
G231,G2425,0.736
G231,G2428,0.756
G231,G2454,0.698
G231,G2574,0.709
G231,G2593,0.809
G231,G2600,0.693
G231,G2635,0.667
G231,G2640,0.743
G231,G2702,0.747
G231,G2815,0.758
G231,G2827,0.77
G231,G2925,0.769
G231,G2992,0.739
G231,G2995,0.727
G231,G2998,0.686
G231,G3016,0.787
G231,G3041,0.711
G231,G3068,0.693
G231,G3100,0.741
G231,G3103,0.675
G231,G3107,0.78
G231,G3148,0.702
G231,G3182,0.698
G231,G3190,0.701
G231,G3211,0.738
G231,G3264,0.738
G231,G3301,0.694
G231,G3388,0.722
G231,G3389,0.699
G231,G3395,0.708
G231,G3410,0.677
G231,G3465,0.777
G231,G3473,0.759
G231,G3500,0.748
G231,G3536,0.676
G231,G3537,0.724
G231,G3544,0.762
G231,G3545,0.751
G231,G3609,0.667
G231,G3669,0.82
G231,G3717,0.683
G231,G3722,0.713
G231,G3763,0.689
G231,G3782,0.69
G231,G3784,0.672
G231,G3897,0.756
G231,G3934,0.775
G231,G3946,0.732
G231,G3969,0.74
G231,G4004,0.775
G231,G4030,0.716
G231,G4031,0.848
G231,G4038,0.677
G231,G4108,0.743
G231,G4179,0.695
G231,G4275,0.687
G231,G4294,0.754
G231,G4319,0.783
G231,G4321,0.768
G231,G4359,0.772
G231,G4371,0.677
G231,G4412,0.692
G231,G4418,0.725
G231,G4433,0.762
G231,G4468,0.748
G231,G4469,0.696
G233,G1835,0.871
G233,G1937,0.861
G233,G2789,0.815
G233,G3383,0.841
G234,G3422,0.713
G236,G301,0.721
G236,G321,0.673
G236,G520,0.757
G236,G526,0.677
G236,G563,0.775
G236,G758,0.748
G236,G772,0.695
G236,G833,0.684
G236,G843,0.698
G236,G906,0.677
G236,G924,0.751
G236,G928,0.667
G236,G987,0.694
G236,G1073,0.7
G236,G1131,0.759
G236,G1163,0.676
G236,G1281,0.824
G236,G1312,0.695
G236,G1321,0.73
G236,G1352,0.708
G236,G1371,0.803
G236,G1395,0.667
G236,G1502,0.712
G236,G1540,0.75
G236,G1581,0.667
G236,G1582,0.675
G236,G1623,0.705
G236,G1813,0.803
G236,G1821,0.782
G236,G1838,0.735
G236,G1868,0.754
G236,G1888,0.671
G236,G1902,0.682
G236,G1920,0.696
G236,G1987,0.753
G236,G1996,0.67
G236,G2005,0.685
G236,G2049,0.715
G236,G2132,0.671
G236,G2153,0.716
G236,G2198,0.698
G236,G2230,0.694
G236,G2240,0.706
G236,G2251,0.729
G236,G2389,0.775
G236,G2405,0.773
G236,G2415,0.671
G236,G2419,0.739
G236,G2425,0.698
G236,G2428,0.69
G236,G2593,0.814
G236,G2635,0.705
G236,G2640,0.718
G236,G2702,0.712
G236,G2742,0.716
G236,G2815,0.817
G236,G2827,0.746
G236,G2867,0.686
G236,G2992,0.685
G236,G2995,0.693
G236,G2998,0.728
G236,G3016,0.674
G236,G3041,0.687
G236,G3067,0.737
G236,G3107,0.733
